text	sentiment	category
@AydinSaberian @CitImmCanada @shelby_thevenot @nkeung @AhmarSKhan @CBCNews @TorontoStar @TheTorontoSun @CTVNews @globalnews @RightsGAC @SenateCA @OurCommons @CanEmbFrance @HudonIsabelle IRCC has been taken over by foreign global visa offices! Our applications are being held hostage at the functioning of other countries ability to function during Covid! Send our applications back to Canada! @jasrajshallan	Neutral	Critique and opinions
@tomisamoron Everyone is just covid crazy these days 😂	Neutral	Jokes and sarcasm
@Moo4free I was just thinking how fast Covid would disappear if we stopped paying taxes.	Neutral	Jokes and sarcasm
@QaharBalkhi No masks on the taliban. They are so stupid. They will bring back Covid to their people.	Negative	Critique and opinions
@GregDore2 Yeah COVID will find holes &amp; get in. There’s a reason why both Australia &amp; New Zealand are dealing with the DELTA variant.	Negative	Critique and opinions
"Quebec reports close to 1,200 COVID-19 cases on Saturday https://t.co/lMGjdfrfzK https://t.co/xFL5e8qjxr"	Neutral	Informative posts
"What we know about Omicron COVID-19 variant
 https://t.co/BUDlc2TSiH"	Neutral	Informative posts
"@bellisamy @JackPosobiec I think I had COVID in April 

No energy

Looped almost 2 week"	Neutral	Compassion and sentiment
The Covid testing site has dog cookies and they love good dog visits when you’re getting drive through tested.	Positive	Compassion and sentiment
"@PassiveCndIncom @RNFaunillan Thanks. We've mostly tied them into additional travel plans/trips. Incredible. Were away 400 days in our first 5.5 years of retirement, until Covid hit!"	Neutral	Compassion and sentiment
Did WHO name new COVID variant Omicron to avoid upsetting China? https://t.co/jFLPBOcqcL	Neutral	Informative posts
@rastasack @RobRafuse After the covid is gone we are coming for a week!!!LOL!	Positive	Jokes and sarcasm
"@MrMikeyBGoode If Covid was their concern, and I don’t think it is, then they could easily bubble up the hockey venue and reduce that risk."	Negative	Critique and opinions
"Oh, so what you are saying is the Covid-19 positive, UNVACCINATED (otherwise healthy) professional athlete took the “Joe Rogan” treatment, and is now in the hospital with pneumonia, AND blood clots in both legs? 

Who would saw that coming? 

https://t.co/iDwWRPekZn"	Negative	Compassion and sentiment
@jbrown11871 @JayKilgore7 Wow! That's a rough outcome from this COVID situation. Get her a Dunkin or Denny's card instead.	Neutral	Jokes and sarcasm
"@jacobslavin @globeandmail Not nearly as much. I don’t care, don’t get vaxxed. Get Covid"	Negative	Critique and opinions
COVID-19 cases in Ontario hit highest level since September | CTV News https://t.co/O7ZffwDyCp	Neutral	Informative posts
@louis20016 @GregDore2 Based upon the fact that both Australia &amp; New Zealand are dealing with DELTA the only way border closures will be effective is if borders are sealed completely... that’s impossible there will be ways that COVID can get in. 1/	Negative	Critique and opinions
@AmitAryaMD We need to pressure Pfizer et al to release IP on vaccines so that more can be made in other locations.  Let’s get going!!!	Neutral	Critique and opinions
@MarkMaffsInnit @S4m_sp @resistwithlove1 @RealCandaceO those viruses could be eradicated ... not comparable whatsoever. COVID can be combatted by the immune system without any vax	Neutral	Critique and opinions
New Covid variant: Chris Whitty on why scientists are concerned about new Covid variant https://t.co/BYHoOe6cNI	Neutral	Informative posts
New Covid variant: Chris Whitty on why scientists are concerned about new Covid variant https://t.co/IYBt2tYLp7	Neutral	Informative posts
"So, super cool,

apparently I need a negative Covid test ENTERING and leaving the US. 

How the fuck am I just finding out about this now?

Also if you're only getting tested for travel apparently I have to fucking pay for it?????????

im so sick of this shit man"	Negative	Critique and opinions
Figures that the Islanders had to postpone games due to Covid-19 after opening the new USB arena. Things are not going to change for the Islanders until they turn it around.	Neutral	Critique and opinions
"@fordnation I believe in the past, had our prime minister stopped travellers from coming here, COVID may not have been so bad.   Chances are he will not do anything until it’s bad here….I do not understand why, it’s very easy to do."	Negative	Critique and opinions
"@Michell92668981 I have a feeling Covid &amp; all the other assorted virus linked to Covidi not going to ease up this scam to scare people is here to stay, I do not see any hope of humanity getting back to the way it was before Covid is going to happen. Just my opinion. God help us folks."	Negative	Critique and opinions
@JRSavard1 @ottawa_smor @IshatReza @smittycanada1 Will a test pick up that I have COVID a day after being infected?	Neutral	Informative questions
"Our Staff Is Vaccinated sign for small businesses, Tutoring center, School, Day care center. French sign. Signe du personnel vacciné. https://t.co/Y2CKm0Y1Tn via @Etsy #Prints #Digital #Download #Instant #Covid #Safety #vaccinated"	Neutral	Informative posts
"@gtlem When I got my haircut only like a week and a half after the last lockdown, the barber was not wearing a mask and talked about covid like it was a conspiracy."	Neutral	Compassion and sentiment
Wonderful work from #Calgary's upper northeast community on vaccination rates. #ycc  https://t.co/2FEKNsnzxZ	Neutral	Informative posts
@WHO I am Covid 19 from the planet  Omicron Persei 8 https://t.co/RIeNz58ojX	Neutral	Jokes and sarcasm
@realsuejeffers @rick_pittman @elisha1022 I didn't get very ill or die. The average age that die of Covid is 82.  The fact is at this moment the double vaxed outnumber unvaccinated in hospital.	Neutral	Critique and opinions
A recent decision confirms that a COVID-19 infection can constitute an #employment injury. Our new #HRSpace discusses this decision and its impacts: https://t.co/ipRpq8CX2X  #Covid19 #Canada https://t.co/chnJVPbpld	Neutral	Informative posts
So before you start patting yourself in the back and virtue signalling @RaquelDancho you would probably serve your constituents and all Canadians well to read this. Canada is done with Covid and we aren't falling the the same BS again. Oh and right before Christmas. Shove off! https://t.co/tagFVQQyta https://t.co/oiFwh5sfjY	Negative	Critique and opinions
"@Moosetache78 I mean, covid is still a thing well over a year later?"	Negative	Critique and opinions
"BREAKING STATEMENT from Prof. Dr. Sucharit Bhakdi
Brilliant ! Extremely important video. 
Pivotal science delivered by a principled top researcher.
Why the vaccines cannot work.
Why children will be harmed.
https://t.co/4HDtgBzTng"	Negative	Informative posts
"@TommygoIrish Oh it’s doing great. Me, not so much.
By the looks of it, today, it’s probably pneumonia; O2 saturation is bad, to say the least.
If you don’t have COVID, they don’t much care. I used to think the squeaky wheel got the grease, but now they just think we’re an inconvenience."	Negative	Critique and opinions
Focus Ontario: Covid Storm Clouds in Europe https://t.co/bENsjaAwgv	Neutral	Informative posts
Mini covid scare today — new video out a bit later than usual.	Neutral	Compassion and sentiment
#FauciLied  discusses omicron variant of COVID-19 on TODAY https://t.co/cRxKLtxey4 #criminals	Neutral	Informative posts
@grantshapps Can you advise how people who have had COVID (and can prove it) in last couple of months will be handled. It is widely known the PCR may return false positive in such folks.  Can they take LFT instead?	Neutral	Informative questions
"My 9 year old felt pretty good about his 1st COVID immunization!!!
Also celebrating 8 years for me working in public health! https://t.co/Y8RvKT6sNw"	Positive	Compassion and sentiment
South Park:: Post COVID get's huge points from me for the homage to Beverly Hills Cop.	Neutral	Critique and opinions
"How many variants now?
https://t.co/ISxem9yTvy: COVID-19 rules tighten as U.K., Germany, Italy report first cases of Omicron variant.
https://t.co/1smEcdeeE1

via @GoogleNews"	Neutral	Informative posts
"#UK, #Germany &amp; #Italy detect #Omicron variant cases, #Israel closes borders.

Let's be vigilant, #WearAMask &amp; #SocialDistance. 

https://t.co/Ja7mhvoj1w"	Neutral	Informative posts
"@The_Cat_Jesus @ScottHech Maybe not continue as normal—but we knew pretty quickly that COVID was going to be a marathon not a sprint, and yet we put off opening courts, processing cases, stopped doing infant and child checkups, regular vaccines, we stopped doing cancer screenings."	Neutral	Critique and opinions
"Good news regarding new Covid variant Omicron.  Vaccinated people showing no or mild symptoms, no hospitalization.  It’s also likely Omicron has been spreading worldwide for awhile.  🇿🇦’s state of the art detection system identified it first. Assume it’s here and #GetVaccinated https://t.co/tIxKDxPYSR"	Positive	Informative posts
Canadians to get biggest drop in gasoline prices since 2009 over COVID variant fears https://t.co/SD7cJc7Anu	Neutral	Informative posts
"I Called my covid hotline and got bot messages. So I'll try asking Twitter. Does anybody know if it is safe for a nursing mother to receive a vaccine? By safe, I mean safe for the baby."	Neutral	Informative questions
@AureliaCotta Important to note that most healthcare workers in the developing world are not yet fully vaccinated. NGOs tell me that health and nutrition programs cannot be fully restored until healthcare workers are protected. Yet wealthy countries have horded COVID vaccines.	Negative	Critique and opinions
@Billius27 I’d suggest following @sailorrooscout on all things Covid. She is someone that’s actually qualified to opine on the subject and is an excellent source of data-supported information.	Neutral	Critique and opinions
"COVID-19 in Sask.: 5 more deaths, 73 new cases reported Saturday https://t.co/O2aJWjyhME"	Neutral	Informative posts
@HedgehogTrader @TedDixon The March 2020 Covid panic was a great buying opportunity ... maybe it'll happen again	Neutral	Critique and opinions
Covid has a new variant (omicron) and I'm only hoping it doesn't ruin Canada's plan to be mask free by March 2022 🙃	Neutral	Compassion and sentiment
"@nostroborous @russellrmurray @DarrenDreger Exactly, COVID’s biggest threat to society is filling hospitals and blocking access to care for other issues."	Neutral	Critique and opinions
"@tastysocialaz @Angelasfreenews Has Covid 19 killed 5 million people in the US? According to Johns Hopkins University of Medicine. Of the 43 million people affected with Covid 19 in the US, since the start of the pandemic, 770,000 have died. That means the survival rate is nearly 99%"	Neutral	Informative posts
"New enhance cleaning and sanitizing with an especial product to kill all bacteria including COVID-19.
https://t.co/sXDf1eEEu2 
(778) 867-1587
https://t.co/7thn0CspNx
info@freshoneservices.net https://t.co/Rj2HrRQb6h"	Neutral	Informative posts
@MMFlint will you please do a documentary on COVID 19 showing who gained from it financially and expose all those who put up roadblocks to slowing its spread?	Neutral	Critique and opinions
Fauci discusses omicron variant of COVID-19 on TODAY https://t.co/cRxKLtxey4	Neutral	Informative posts
Recovery Plans : IT Professionals Can Help During and Post COVID  #ITConsulting #ITStrategy #ITProcess #ITServices #Revenue #Risks #leader https://t.co/qtB21zBBBd	Neutral	Informative posts
@Mikeggibbs @BogochIsaac Dr. Bogoch is the only voice we trust on all things covid-19 #ThankDrBogoch	Neutral	Critique and opinions
"@thewrightpage @nb_covid_info We are doing many things wrong,tired of all the blame being put on private gatherings. The patients who caught it in hospitals weren’t attending a private gathering! Even if you believe the numbers given 51% are infected elsewhere.Full capacity,no distancing,poor quality masks."	Negative	Critique and opinions
@nicolekosic 61 with COVID19 they do not know if they have the new variant a covid test will not tell you that it needs to be sequenced first a second step	Neutral	Critique and opinions
"@thenetworkhub We're walking on the same path SF previously walked on, a few years behind perhaps. It was one of my favourite cities, but it's certainly not on my list of places to visit after covid, given the state of things there."	Neutral	Compassion and sentiment
Drs Hota and Bogoch on what we know and what we need to find out about the new Covid variant of concern. https://t.co/CDU0BrFUpk via @YouTube	Neutral	Informative posts
"Will flight restrictions help as new virus variant emerges? 

In Wuhan when Chicoms discovered Covid 19 was spreading there should have been immediate complete lockdown by Chicoms of all Chinese &amp; all visitors to Wuhan for at least a month to avoid minimize world wide spread !"	Neutral	Critique and opinions
WHO skips two letters in Greek alphabet in naming Omicron COVID variant https://t.co/DMSowwcce6 via @nypost	Neutral	Informative posts
@nicolekosic 10 - 15% of all cases of Covid before this new variant were fully vaxxed people. No one ever said the vaccine was full proof 80 -90% but not full proof. That is why everyone I know fully vaxxed wears an N95 mask every where. Being fully vaxxed is no guarantee	Neutral	Critique and opinions
@Senators GOOD LUCK WITH THAT COVID SPREADER 😂😂😂😂	Neutral	Jokes and sarcasm
"So many things we screwed up during this pandemic…because while COVID is important, other diseases exist. And yes I do expect govts in 2021 to be able to do two things at once. Possibly three or four 
#cdnpoli #MedTwitter https://t.co/Dmk9oRnx4A"	Negative	Critique and opinions
Canadians to get biggest drop in gasoline prices since 2009 over COVID variant fears - https://t.co/qhHIRYmQLT Canadians should experience the fastest drop in gasoline prices in nearly 13 years on Sunday as fears about a virulent new COVID-19 variant are expected to provide a ...	Neutral	Informative posts
"@thefnsportsguy I've literally been in bed all week dealing with Covid. Be thank full that you can carry on normally. Today is better than most days. Be safe, that's priority number 1."	Negative	Compassion and sentiment
"@scottmelker After 2 days on the net, I finally found the reason why crypto market crash because of the new variant of Covid-19s."	Neutral	Critique and opinions
@StepsPodcast We really need to different our reporting and make it clear what the reason was for the hospitalization. For COVID or with COVID.	Neutral	Critique and opinions
"I totally get anxiety going to the mall now.

Also the guy wearing ""obey Jesus hat"" ""Fear God sweater "" arguing with people wearing masks and covid is fake... such scared me the most. He was like waiting for security to kick him out to cause a scene."	Negative	Compassion and sentiment
Tracking COVID-19 variant Omicron - #Map and #DataTable  https://t.co/HBZXOmZ4QA	Neutral	Informative posts
"After deadliest year in half a century, Sask. on track for higher deaths https://t.co/mU9sz9v8aV"	Neutral	Informative posts
@DrJacobsRad Honest question. Are there more staffed ICU units in eg Ontario now than there were before Covid hit? Just curious.	Neutral	Informative questions
New York declares covid state of emergency as Gov. Hochul warns that omicron variant ‘is coming’ https://t.co/aendHghmyP	Neutral	Informative posts
"Germany, Italy, U.K. Confirm Cases of Covid Omicron Variant https://t.co/7gUqhVsfDf via @YouTube  and here we go…..Again!  Get vaxxed and stay at home!  Wear a mask.  Wash your hands. Good grief…."	Neutral	Critique and opinions
@LewisHussey1 @kgc73c @DamienJames09 @trvrb It also significantly decreases the likelihood of getting and consequently spreading covid. Which should be at the top of the list of reasons.	Neutral	Critique and opinions
We hit another COVID milestone this week.  Active cases at the start of the week - 5000. End of the week 5017.  Putting the R value essentially at 1.  The fourth wave has ended and the 5th wave starts anytime now.	Negative	Critique and opinions
"It is past time for Canada to directly support #TRIPsWaiver, push pharma firms to engage in tech transfer, &amp; to put COVID-19 vaccines on Schedule 1 so that they can be accessed under Canada’s Access to Medicines Regime. Our procrastination is part of the problem. https://t.co/jVJnZ3ZIrQ"	Negative	Critique and opinions
@Dsmgatekpr @wesbury Or people not following basic protections like masks or refusing to get vaccinated. USA is one of the worst performers when it comes to Covid management.  Terrible for the families.	Negative	Critique and opinions
"@AIustitiae And Ivermectin is as approved as Remdesivir according to the CDChttps://www.covid19treatmentguidelines.nih.gov/tables/table-2e/ 
The hospitals make $125.00 when treating covid with ivermectin, they make $3200.00 from Remdesivir treatment.They also get bonuses for covid diagnosis"	Negative	Critique and opinions
@JesseKellyDC What the F is going on in this thread?? Mind blown!!!  Using the minuscule threat of long Covid to justify the damage these vaccines are doing?  Normalizing the damage by chit chatting about post-vax guidelines? Is this where we are?	Negative	Critique and opinions
"Ahhh yes, that point of the day where I question if this cough is:
▪️ Covid
▪️ Dry AF Radiator Heated House Cough
▪️ Supernatural Cough from the Ether."	Neutral	Jokes and sarcasm
"@MariahBumstead @Mikeggibbs Yes, proving that Covid is airborne."	Neutral	Critique and opinions
"B.C. health officials report 341 new COVID cases, issue statement At this time, there is no evidence that this variant has been introduced into British Columbia,” the statement said. “The BC Centre for Disease Control’s public health lab"	Neutral	Informative posts
"I know everyone thinks the new COVID variant's name sounds like a Transformer, but the first thing I thought of when reading the new was... Omicron Persei 8..."	Neutral	Jokes and sarcasm
Wish I was expecting you to walk in the door. 😑❤My husband died December 1st of last yr. He was struck down by covid so please mask up and get vaxxed. #COVID19 #mask up.😑 This is all 2 real. https://t.co/LNejyQvDbc	Negative	Compassion and sentiment
COVID-19 cases and classroom closures at Mississauga and Brampton schools: Nov. 21 to 27 https://t.co/XpGoErrC2w	Neutral	Informative posts
COVID-19 cases and classroom closures at Mississauga and Brampton schools: Nov. 21 to 27 https://t.co/0rzuFV15q5	Neutral	Informative posts
Great illustration of how airborne COVID behaves and why ventilation is key. https://t.co/EbTpHovbKU	Neutral	Critique and opinions
"@LarryPart10 @triz0306 @WHO What is this supposed to change? 
You can still get Covid with a vaccination . The variations mutate within people who are not vaccinated, since that is where they have the most time.

Each vaccination is different, why do we get a new flu shot each year? Because it mutates."	Negative	Critique and opinions
"@Reuters_Health When will this story end? 
I wonder if we will have the quiet life we had before this COVID and all these variants that appear from nowhere 

I hope we can leave a better world or make the effort to preserve what's left of this world for our future generations to come"	Negative	Compassion and sentiment
@3rdPeriodSuits I think if you look at Canucks record post covid it’s pretty clear and I think someone should talk to Brandon Sutter  I am sure he can open a few eyes… definitely not enough people realizing how bad the effects of covid are	Negative	Critique and opinions
Canada will be producing more oil and gas in 2050 than they were before covid. We are climate villains.	Negative	Critique and opinions
"@MISSION2210 @JoeShedler @leaffan3491 If anything you can’t fault Dubas for trying to learn. Last year we need grit and experience, Covid added an extra bump and so u see reclamation projects but Jumbo and Galch weren’t gonna be those playoff types to get you over...now Kampf, Kase and Bunting start to fit that mould"	Neutral	Critique and opinions
@PEP4UM @pacortez16 @DrEricDing I read there were more deliveries on the way. Plus there were some talks of Rwanda and Senegal will host Africa's first COVID-19 vaccine plant.	Neutral	Informative posts
"@VoiceOfFranky Here’s one of the main points, after explaining how little is actually known about the risks in those under 12. 

https://t.co/WVVP9R5rZB https://t.co/wlHSkfeKQu"	Neutral	Informative posts
"Who agrees with me Doug Ford has to give us our 3rd dose NOW?

Before he was blaming PMJT for vaccine.He'd drive in his pick ⬆️ 🚚  to America to get us vaccines 

This man is full of evilness in him and responsible for any health damages done to us from COVID 

#VoteFordOut2022"	Negative	Critique and opinions
@AIustitiae Hospital's are being bribed to prescribe the drug that is killing our loved ones. The likely haven't researched Remdesivir which is negligence. CMS is paying out a 20% bonus for choosing Remdesivir. See for yourselves https://t.co/admItkmSuD https://t.co/6eNaLtukJo	Negative	Critique and opinions
"There's quite a few influential / effective groups in the COVID conspiracy scene that have very little on them.

Action4Canada is doing a lawsuit against B.C. which it raised &gt;$100,000 for, made some of the most widely used ""liability notices,"" but only has like one real expose."	Neutral	Critique and opinions
@AdvisableTruck @more2mm @MDilemna @michael_house9 @EffieGib I would be way more concerned about fools like this. https://t.co/WO2ooF8iXr	Neutral	Critique and opinions
"It's clear the Omicron nonsense is to cover up that Africa has the lowest Covid rate, probably as a result of their low vaccination rate https://t.co/yqWoOqeJQR"	Negative	Critique and opinions
Caught a break on this one. A reminder to always have dry powder on the side to buy a covid causing dip in the market.  https://t.co/cPtbtVP3sN	Neutral	Critique and opinions
Covid Collection - 52 https://t.co/bKYTzu2pvV	Neutral	Informative posts
Just today i read that bryan adams fully vaxed has tested pos.2x for covid.just an example.	Neutral	Critique and opinions
"@laloalcaraz The Pfizer-BioNTech vaccine was developed in Germany. Moderna's was designed in 2 days. Like when the fomer guy claimed credit for no commercial passenger jet crashes in 2017 anywhere in the world.
https://t.co/mvKHTagGnr"	Negative	Critique and opinions
"5. ""The pharmacy companies are crooks. I heard Pfizer sabotaged Astra Zeneca.""

Honestly, I don't even know how to fight. Best defense would be of regulatory process (but see 5). Need much info on role of independent researchers, scale of global collaboration."	Negative	Critique and opinions
"I hope questions about the vaccination program are being seriously asked and examined. Seems those allowed to fly are the jabbed and the jabbed are causing spread
Dutch: Some of the 61 COVID-19 cases from South Africa flights are new variant | Toronto Sun https://t.co/kdUjMdPKQo"	Negative	Critique and opinions
We need more politicians standing up for our rights not taking them away like #Covid #Fascists @jjhorgan @adriandix #bcpoli #cdnpoli &gt;&gt;  RAW VIDEO: AZ AG Mark Brnovich asks reporter about their STD status afte... https://t.co/Sdh4BFj5QK #CovidFascism	Negative	Critique and opinions
What we know about the new Covid-19 variant. (World Economic Forum) #CoronaVirus #COVIDー19 #COVID19 #CoronaVirusOutbreak #CoronaVirusPandemic https://t.co/aSx86XPwgU	Neutral	Informative posts
@sonnyeclipse71 @CharlesForRealz Get a covid test &lt;3	Positive	Critique and opinions
Omicron. Moderna is on it! 🙂 https://t.co/KHjxcyh7Gz	Positive	Informative posts
"@JaredWeissNBA @JLew1050 If one player is ""Illness (Non-COVID)"" and the other is just illness does that mean we just don't know if it's COVID related?"	Neutral	Informative questions
Ottawa COVID-19 cases: Ontario reports 44 new infections in city https://t.co/2MftxTiDvN	Neutral	Informative posts
Symptomatic COVID-19 testing should be free and readily accessible to all Ontarians - but it does not belong in drug stores. Sign the petition calling on Doug Ford to keep our pharmarcies safe. #ONPoli https://t.co/E3vQAbSdhG via @leadnowca	Neutral	Critique and opinions
"Me: wanting to do some travel plans
Omicron variant (and COVID overall for that matter): hold my beer"	Neutral	Jokes and sarcasm
Today years old when I finally figured out black Friday sales are as fake as covid.  All hype no substance.	Negative	Critique and opinions
@MDilemna @more2mm @GableSteven @michael_house9 @EffieGib This slightly about normal rate is being investigated. You seem to feel it's vaccine related no? Why does your cognitive bias take you there? Have you considered it's COVID-19 related? Or maybe something completely else? You're lacking in critical thinking. You have no facts.	Negative	Critique and opinions
"@MDNOShaughnessy Sure, but then they shouldn't have allowed the Covid-19 unsafe workplaces to stay open either, right? ""Pay people to stay home because the workplaces are unsafe BUT keep all the workplaces open"" had to be the worst option on the table"	Neutral	Critique and opinions
@cjartandcraft @JasminGar2005 We make struggles and decisions daily that exclude friends that are having seasonal colds so that it doesn’t turn out to be Covid or a flu or a variant etc.   Life is really bent out of shape	Neutral	Compassion and sentiment
‘South Park: Post Covid’ Special Kills Off Kenny For Good… In The Future https://t.co/tls13QIZhw	Neutral	Informative posts
Please please please Big Pharma Pfizer can I please get a shot of your Va$$ine of the day. I am so damn scared of the latest VOC. Jab me baby with your jungle juice.	Negative	Jokes and sarcasm
"@AmitAryaMD @nkootnikoff How about we throw the entire kitchen sink at COVID … As in all of it … Globally

Stay well Friend

#abpoli #cdnpoli #Omnicron #COVID19"	Negative	Jokes and sarcasm
"@Nash076 The people who refuse to wear masks or vaccinate are the same ones who beg for the vaccine on their death bed as they're dying from Covid.

It's very simple: they don't even understand what's going on. Or refuse to listen to experts who explain it."	Neutral	Critique and opinions
Recording fake covid video to keep people scared. https://t.co/Pv1zrRo2ss	Negative	Critique and opinions
@sjh_canada @CTVNews Article has nothing to do with covid yet you still feel the need to mention it	Negative	Critique and opinions
"Good. I hope this is the end game. Essentially a variant that's more virulent but not severe, effectively, relegating Covid into a flu like disease. https://t.co/LQOrhzD0bg"	Positive	Critique and opinions
Questions are being asked and rightly so. Big money Mackie CMOH for London hasn’t been heard from or seen since before his administrative leave. Did the jab get him before his profiteering? Surely another covid coverup can’t be in the offing? #onpoli #wearelivingalie https://t.co/Ys3TqjkZxm	Negative	Critique and opinions
"@drandrewb Just returned from Africa - the poverty, lack of health care and their desperation boggles the mind - the $5 I gave a kid for a souvenir will feed his family for the day - we must do more to help them receive covid vaccines @CanadianPM @fordnation @uoftmedicine @SickKidsNews"	Positive	Compassion and sentiment
@krismeloche Covid likes this! 🦠	Neutral	Jokes and sarcasm
"Has anyone been tested for any covid variant? It's always the same test right? Funny how the test can pick up all the new variants, but the warp speed billion dollar vaccine fails to protect your from them."	Negative	Critique and opinions
"@chrisalecanada It is also immaterial.  If someone shoots and kills me with a gun made in Russia or a gun made in Canada, I am not any less dead.  Same with Covid."	Neutral	Critique and opinions
New Covid variant: Javid says UK must act quickly over public health risk https://t.co/YTVfaYCIxn	Neutral	Informative posts
What is the omicron variant and other questions about the new covid-19 strain detected in South Africa - The Washington Post https://t.co/uC2jpD5bI8	Neutral	Informative posts
"Keep talking about gas prices because I'm sick of hearing about COVID.

#COVID19 #covidvariant https://t.co/dS1gTvso8D"	Negative	Critique and opinions
"@laki1973 @pammilbak @drdagly You would go to your GP. The way your comment reads is that you might as well ask your plumber about COVID. 

He has posted about how COVID is treated."	Neutral	Critique and opinions
Vacay in Curacao coming to an end. Snowing at home so trying to enjoy it but hearing about Covid variant while you’re away and travel bans is unsettling. Just want to get home now. Miss my puppers https://t.co/sov2Bqx16U	Neutral	Compassion and sentiment
@ChrissyDawnVee I’m still in my PJ’s. Seems to be my COVID stay at home dress code. I bought nighties that can pass as a summer dress. Guess I’m trying to justify not getting dressed. I have had an internal convo suggesting to myself I should put some effort in getting dressed &amp;a touch of 💄	Positive	Compassion and sentiment
@dwmoskowitz @doug_mi @groovyfarmhouse @RepThomasMassie That's where addition of (preferably nano formulated) Curcumin can help with it's unique ability to prevent clots. Please do study on Qct+Cur combined treatment for which I strongly believe is the complete therapy for COVID and vacc side effects	Neutral	Critique and opinions
"Portuguese club Belenenses started a match against Benfica with just nine players after an outbreak of coronavirus in its squad on Saturday.
https://t.co/xftl0towA5"	Neutral	Informative posts
"@piet457 @RoeBudd Where did I say I was anti vaxx?  Where did I dispute the claims in that slide?

The COVID jabs are not vaccines.  If they were, Gibraltar wouldn't be locking down now.

Just go away now.  I'm growing tired of your nonsense."	Negative	Critique and opinions
"Some of us have been seeing this for quite some time before covid, but yeah covid made it undeniably clear  for sure. https://t.co/hSxk1VBAQW"	Neutral	Critique and opinions
"Explains the 3 types of covid vaccines and how they work... interesting to note only China, India and possibly Russia use the traditional method of vaccine production( about 35 to 40 min in )...food for thought!!!
Dangers of mRNA ... like playing roulette

https://t.co/pKWJSXoIIT"	Negative	Critique and opinions
"Just booked my Covid booster shot. It’s available so I decided to do it. However, I would be happy to give it up to folks in developing countries. As a matter of fact, I’d prefer to do that."	Positive	Compassion and sentiment
"so jordan’s boss and account manager have covid. jordan gets a ride with the boss’ son. i’m going to be so mad if we get covid… like BRUH, i barely leave the house, wash my hands religiously and always wear a mask 🙃"	Negative	Compassion and sentiment
Dalhousie University project tackling vaccine hesitancy among youth | CBC News https://t.co/kaeRj01bmN	Neutral	Informative posts
"@AIustitiae It goes much deeper. David Martin, an expert in patents.  Canada has a part in this as well, the patent for the lipo nano particals was owned by Acuitas pharma, in Vancouver Moderna negotiated for the use of these &amp; our Cdn govmt is also making $ from them https://t.co/236hKn0dkV"	Negative	Critique and opinions
"#BC #COVID19vaccines Adverse Health Reactions to Nov. 13th  
▶️5,639 AHR's
▶️321 Serious; 4,110 Non-serious AH's
▶️16 deaths;138 Blood clot events 
▶️231 Hospitalizations; 146 cases of myocarditis/pericarditis
▶️80%⬆️in cases since vaccines started 173+K
https://t.co/OBR7gwgFxQ https://t.co/zhDW4ryrUi"	Neutral	Informative posts
"""The case shed light on the battle over mandatory jabs at work"" https://t.co/NhXQROEYa6"	Neutral	Informative posts
"@christieTOA COVID is out of control in Kingston. As of tonight, gatherings in homes are limited to a max. of 10, including residents. Host must collect names and contact info. and share them with health unit if requested. Irresponsible behaviour this fall has led us to this crisis point."	Negative	Informative posts
"@HippieLiberal1 Full ""covid"" control = Socialism.  Austria is a fine example.  
HOPING THE PEOPLE CONTINUE TO RALLY AGAINST THIS DEMONIC AGENDA"	Negative	Critique and opinions
"Hong Kong confirms two cases of virulent new #COVID19 #variant, one of which travelled from *Canada*. #Omicron https://t.co/j7tfDKZDnc"	Neutral	Informative posts
"One of the trades I work with had his Covid app go off Thursday. He took his family in for testing and while he tested negative, his wife tested positive. She's now in isolation. Their GP has told him he can go back to work without being retested. Does this make sense to anyone?"	Negative	Critique and opinions
"A professional medical call for an end to mandates.
Very good clip of a doctor calling for professional obligations of medical practitioners to override loyalty to, protection of, and reliance on drug industry funding. 
#cdnpoli +hey #Australia! #Austria!
https://t.co/vDoOVSQTLu"	Positive	Critique and opinions
"▶️Dec.15th, 2020 @BCCDC @bcndp government reported 668 #COVID19 deaths in #BC
▶️On Nov.26th #BCgovernment reported ‼️2,322 COVID19 deaths⁉️ 
▶️71%⬆️in #COVID19 deaths (1,654) since #COVID19vaccines started in BC
▶️80%⬆️in cases since vaccines started 173K+
https://t.co/GaGviWPf7j https://t.co/FDc7zLHuuV"	Neutral	Informative posts
@CTVNews With health condition wouldn't have to worry about getting sick and maybe dying please everybody go get your shots so we can make covid-19 and the mutations a thing of the past and everybody can start to go see eachother and travel and go to sports events and stuff.	Positive	Critique and opinions
"@Elise_ekd @JBradshaw01 Interested in why she is doing that. Is this a real education—hearing what the teacher has to say and interacting with other students’ ideas, or is it just learning content and accumulating credits. I fear that through Covid we have lost track of what education is.😳"	Neutral	Critique and opinions
"'Alberta public health officials reported 356 new COVID-19 cases and three new deaths Friday...'

https://t.co/BEZsmAKtPh"	Neutral	Informative posts
@billf1229 @1in5advocacy @Moms4EDFreedom @OpenschoolsUS @DeAngelisCorey We also have no idea the long term effects of having Covid either ;)	Neutral	Critique and opinions
@Jimster4801 @roadkingrider12 @SexCounseling Literally not happening. There have been exactly zero excess death attributed to the Covid vaccines. ZERO. Not one. Whereas there have been 5 million Seth from the virus. And millions more in icus. But continue your delusions. #mentallyill	Negative	Critique and opinions
